@RELATION DOMAIN_TRANSFORM

@ATTRIBUTE glcm_contrast NUMERIC
@ATTRIBUTE glcm_dissimilarity NUMERIC
@ATTRIBUTE glcm_homogeneity NUMERIC
@ATTRIBUTE glcm_energy NUMERIC
@ATTRIBUTE glcm_correlation NUMERIC
@ATTRIBUTE glcm_ASM NUMERIC
@ATTRIBUTE class {BASLANGIC,NORMAL,TUMORLU}

@DATA
0.572097,0.676268,0.237072,0.034591,0.609508,0.008480,BASLANGIC
0.697933,0.845977,0.068782,0.022473,0.343553,0.005142,BASLANGIC
0.778529,0.886987,0.049631,0.025975,0.080803,0.006017,BASLANGIC
0.736444,0.865534,0.059309,0.015971,0.260290,0.003574,BASLANGIC
0.332690,0.474804,0.403377,0.046257,0.826334,0.011671,BASLANGIC
0.704213,0.836549,0.082785,0.015199,0.383905,0.003396,BASLANGIC
0.756787,0.809118,0.142951,0.017725,0.409381,0.004594,BASLANGIC
0.737769,0.867710,0.056352,0.015127,0.292672,0.003373,BASLANGIC
0.396184,0.542989,0.338923,0.032053,0.790956,0.007781,BASLANGIC
0.786715,0.887812,0.055261,0.017309,0.222331,0.003890,BASLANGIC
0.797072,0.841153,0.123227,0.023438,0.254699,0.005464,BASLANGIC
0.641605,0.810111,0.086753,0.025808,0.291168,0.005973,BASLANGIC
0.601768,0.719705,0.192360,0.046337,0.345517,0.011593,BASLANGIC
0.720626,0.856214,0.063310,0.014580,0.282247,0.003245,BASLANGIC
0.556821,0.679795,0.224848,0.027202,0.581694,0.006486,BASLANGIC
0.738645,0.866033,0.061088,0.015388,0.291825,0.003435,BASLANGIC
0.320820,0.452457,0.430903,0.076674,0.766238,0.020963,BASLANGIC
0.404617,0.519577,0.378557,0.049713,0.779857,0.012750,BASLANGIC
0.800653,0.906420,0.037053,0.008613,0.283074,0.001876,BASLANGIC
1.000000,0.987027,0.023912,0.010260,0.114060,0.002309,BASLANGIC
0.738973,0.860637,0.069084,0.016141,0.284253,0.003613,BASLANGIC
0.599388,0.676797,0.249829,0.021033,0.597419,0.004893,BASLANGIC
0.668070,0.822907,0.081183,0.017566,0.315070,0.003951,BASLANGIC
0.679706,0.760167,0.172272,0.016166,0.515983,0.003684,BASLANGIC
0.849335,0.928615,0.031883,0.005389,0.313304,0.001161,BASLANGIC
0.330658,0.474414,0.403507,0.045344,0.822568,0.011386,BASLANGIC
0.765739,0.875608,0.059920,0.019020,0.272031,0.004301,BASLANGIC
0.499147,0.620284,0.276107,0.037213,0.665882,0.009126,BASLANGIC
0.781786,0.895076,0.045817,0.010538,0.295565,0.002313,BASLANGIC
0.287185,0.435211,0.438908,0.062203,0.811323,0.016372,BASLANGIC
0.712265,0.850214,0.065812,0.017052,0.254913,0.003831,BASLANGIC
0.827415,0.875020,0.093022,0.019985,0.241029,0.005011,BASLANGIC
0.743306,0.868232,0.058986,0.014008,0.314786,0.003112,BASLANGIC
0.926170,0.930151,0.066151,0.008749,0.296156,0.002052,BASLANGIC
0.685287,0.832782,0.079203,0.016769,0.314150,0.003762,BASLANGIC
0.805994,0.850487,0.114205,0.019634,0.304351,0.004896,BASLANGIC
0.811914,0.907653,0.040142,0.008954,0.288212,0.001953,BASLANGIC
0.457994,0.589986,0.298269,0.028978,0.751178,0.006936,BASLANGIC
0.720390,0.861227,0.057522,0.012568,0.329581,0.002778,BASLANGIC
0.832587,0.891651,0.069853,0.011402,0.284601,0.002556,BASLANGIC
0.746514,0.857619,0.071946,0.018488,0.295003,0.004177,BASLANGIC
0.438807,0.583071,0.297313,0.038509,0.689542,0.009546,BASLANGIC
0.720513,0.846602,0.077096,0.024924,0.327415,0.005765,BASLANGIC
0.464629,0.612547,0.276124,0.045217,0.575226,0.011307,BASLANGIC
0.619840,0.791557,0.099055,0.029588,0.315149,0.006937,BASLANGIC
0.530880,0.671398,0.225005,0.034510,0.561108,0.008370,BASLANGIC
0.736824,0.868009,0.055772,0.011559,0.336189,0.002547,BASLANGIC
0.674189,0.740350,0.191146,0.020310,0.542818,0.004801,BASLANGIC
0.774522,0.893412,0.044713,0.008588,0.336327,0.001874,BASLANGIC
0.745442,0.831715,0.105727,0.024310,0.299365,0.005713,BASLANGIC
0.749348,0.871607,0.058775,0.017474,0.297655,0.003931,BASLANGIC
0.888216,0.899928,0.087094,0.013390,0.259211,0.003130,BASLANGIC
0.676658,0.832626,0.075383,0.019294,0.310351,0.004368,BASLANGIC
0.383219,0.507622,0.383491,0.053131,0.763737,0.013609,BASLANGIC
0.696380,0.833939,0.083096,0.022057,0.262105,0.005042,BASLANGIC
0.504890,0.627221,0.272613,0.035774,0.650805,0.008876,BASLANGIC
0.733989,0.867179,0.056244,0.016865,0.290985,0.003785,BASLANGIC
0.713145,0.805824,0.128262,0.025021,0.336539,0.005814,BASLANGIC
0.781027,0.889390,0.050085,0.010272,0.295834,0.002252,BASLANGIC
0.447290,0.557059,0.343928,0.033518,0.734820,0.008088,BASLANGIC
0.746664,0.860194,0.070521,0.019029,0.270983,0.004305,BASLANGIC
0.312941,0.453327,0.421578,0.057318,0.807262,0.014974,BASLANGIC
0.735945,0.860250,0.066225,0.019128,0.281072,0.004330,BASLANGIC
0.670658,0.790276,0.131063,0.032043,0.278852,0.007643,BASLANGIC
0.757460,0.887399,0.046181,0.010529,0.364683,0.002312,BASLANGIC
0.730296,0.847569,0.078258,0.031387,0.094242,0.007404,BASLANGIC
0.722040,0.859844,0.060086,0.023020,0.257951,0.005277,BASLANGIC
0.594177,0.703500,0.209695,0.030642,0.519188,0.007286,BASLANGIC
0.684862,0.823105,0.090969,0.022696,0.310529,0.005206,BASLANGIC
0.498817,0.593372,0.319896,0.037063,0.714229,0.009228,BASLANGIC
0.670863,0.808397,0.104201,0.031710,0.205466,0.007488,BASLANGIC
0.442467,0.580936,0.306357,0.030591,0.747821,0.007766,BASLANGIC
0.868506,0.938271,0.027151,0.003694,0.327264,0.000792,BASLANGIC
0.554921,0.664443,0.245397,0.032978,0.574091,0.007969,BASLANGIC
0.681954,0.838461,0.070244,0.017816,0.340884,0.004020,BASLANGIC
0.841420,0.883502,0.084123,0.011419,0.336092,0.002695,BASLANGIC
0.296424,0.441027,0.437141,0.063889,0.806461,0.016873,BASLANGIC
0.732376,0.858753,0.065510,0.018141,0.286662,0.004090,BASLANGIC
0.525938,0.648792,0.252393,0.030906,0.644777,0.007368,BASLANGIC
0.795236,0.904286,0.039278,0.007791,0.302054,0.001694,BASLANGIC
0.815450,0.855368,0.111506,0.018751,0.307041,0.004513,BASLANGIC
0.815842,0.905297,0.044513,0.011537,0.293134,0.002544,BASLANGIC
0.541117,0.634443,0.277121,0.035964,0.643150,0.008789,BASLANGIC
0.682955,0.816862,0.095225,0.026670,0.284278,0.006193,BASLANGIC
0.522828,0.661153,0.232878,0.040513,0.535293,0.010025,BASLANGIC
0.197050,0.345737,0.527557,0.074602,0.894486,0.020326,BASLANGIC
0.810037,0.905605,0.043711,0.009729,0.307549,0.002138,BASLANGIC
0.808862,0.859835,0.102417,0.011175,0.345699,0.002525,BASLANGIC
0.699562,0.829478,0.088301,0.028877,0.261025,0.006757,BASLANGIC
0.211977,0.356324,0.521580,0.105644,0.807231,0.031367,BASLANGIC
0.748862,0.871672,0.056839,0.013473,0.326197,0.002987,BASLANGIC
0.589139,0.710636,0.197172,0.047080,0.383277,0.011942,BASLANGIC
0.699614,0.842894,0.072546,0.012653,0.361445,0.002797,BASLANGIC
0.830196,0.893394,0.066173,0.020426,0.149711,0.004701,BASLANGIC
0.700697,0.844588,0.069988,0.013625,0.314727,0.003023,BASLANGIC
0.369392,0.511102,0.369603,0.050228,0.735866,0.012942,BASLANGIC
0.758478,0.855639,0.080469,0.014875,0.306033,0.003318,BASLANGIC
0.692645,0.828033,0.088254,0.035125,0.106043,0.008389,BASLANGIC
0.784917,0.898243,0.040860,0.006898,0.330869,0.001494,BASLANGIC
0.587010,0.711604,0.195455,0.043906,0.382153,0.010928,BASLANGIC
0.687744,0.827256,0.084367,0.023550,0.279446,0.005411,BASLANGIC
0.641243,0.733801,0.189880,0.021952,0.540153,0.005070,BASLANGIC
0.781905,0.901958,0.036522,0.002087,0.369836,0.000444,BASLANGIC
0.977825,0.989925,0.012929,0.008852,0.082920,0.001961,BASLANGIC
0.634705,0.799992,0.097516,0.026067,0.354607,0.006038,BASLANGIC
0.924389,0.962850,0.023733,0.019345,0.020860,0.004383,BASLANGIC
0.711899,0.849281,0.069683,0.015644,0.299948,0.003498,BASLANGIC
0.438630,0.560794,0.336677,0.049674,0.714345,0.013105,BASLANGIC
0.779690,0.892744,0.045962,0.009308,0.303446,0.002034,BASLANGIC
0.368717,0.517337,0.363756,0.051081,0.753797,0.013364,BASLANGIC
0.752168,0.869395,0.063164,0.015152,0.289665,0.003381,BASLANGIC
0.281829,0.433456,0.436682,0.084378,0.757277,0.023613,BASLANGIC
0.743650,0.868520,0.061087,0.014447,0.327554,0.003215,BASLANGIC
0.763247,0.838844,0.111979,0.027129,0.226683,0.006374,BASLANGIC
0.658609,0.815349,0.088766,0.023037,0.306976,0.005282,BASLANGIC
0.705599,0.831101,0.088097,0.038613,0.040612,0.009328,BASLANGIC
0.668490,0.823156,0.083713,0.022675,0.305109,0.005195,BASLANGIC
0.287254,0.457759,0.404104,0.049545,0.829522,0.012556,BASLANGIC
0.739617,0.867578,0.060061,0.011591,0.311743,0.002552,BASLANGIC
0.636855,0.733180,0.191465,0.027103,0.483932,0.006463,BASLANGIC
0.737210,0.861403,0.062489,0.016965,0.274756,0.003808,BASLANGIC
0.564834,0.676694,0.239721,0.017776,0.639747,0.004067,BASLANGIC
0.892330,0.946084,0.025109,0.003664,0.295270,0.000790,BASLANGIC
0.576597,0.686016,0.227179,0.034734,0.530398,0.008369,BASLANGIC
0.868366,0.934805,0.029499,0.007338,0.271563,0.001591,BASLANGIC
0.404348,0.550082,0.333539,0.052179,0.690411,0.013427,BASLANGIC
0.775646,0.887105,0.049334,0.009955,0.269551,0.002179,BASLANGIC
0.813505,0.846340,0.120493,0.020844,0.295369,0.004881,BASLANGIC
0.685764,0.830683,0.079907,0.021437,0.362977,0.004888,BASLANGIC
0.843895,0.922320,0.036919,0.026496,0.023065,0.006147,BASLANGIC
0.733418,0.866996,0.058175,0.017355,0.276543,0.003902,BASLANGIC
0.458241,0.578683,0.320055,0.049125,0.644985,0.012450,BASLANGIC
0.777051,0.889648,0.047079,0.021019,0.279283,0.004786,BASLANGIC
0.786092,0.848197,0.107417,0.010484,0.412866,0.002348,BASLANGIC
0.683725,0.828262,0.083534,0.024857,0.295776,0.005743,BASLANGIC
0.398744,0.535391,0.352154,0.040602,0.743634,0.010016,BASLANGIC
0.257011,0.413277,0.457293,0.080408,0.781501,0.022344,BASLANGIC
0.712406,0.850862,0.068016,0.014501,0.356701,0.003229,BASLANGIC
0.792137,0.869335,0.082150,0.026404,0.187091,0.006149,BASLANGIC
0.832512,0.918493,0.036176,0.009097,0.273579,0.001985,BASLANGIC
0.814783,0.893028,0.063920,0.011499,0.243290,0.002579,BASLANGIC
0.757377,0.871779,0.062492,0.020729,0.223914,0.004715,BASLANGIC
0.371546,0.496789,0.393794,0.058738,0.763827,0.015751,BASLANGIC
0.759804,0.886748,0.045719,0.010120,0.343590,0.002217,BASLANGIC
0.588171,0.680094,0.240008,0.028302,0.591932,0.007440,BASLANGIC
0.872458,0.945515,0.023895,0.000813,0.334976,0.000175,BASLANGIC
0.918819,0.939731,0.053545,0.004078,0.248882,0.000943,BASLANGIC
0.725288,0.850400,0.072313,0.019250,0.298144,0.004356,BASLANGIC
0.546126,0.654510,0.254742,0.033168,0.640671,0.008011,BASLANGIC
0.670120,0.826475,0.079065,0.023429,0.293002,0.005379,BASLANGIC
0.271426,0.422928,0.449761,0.083821,0.780404,0.023472,BASLANGIC
0.716959,0.852231,0.067742,0.012873,0.333809,0.002856,BASLANGIC
0.338254,0.457167,0.434690,0.067548,0.789527,0.018515,BASLANGIC
0.810782,0.908098,0.041474,0.012540,0.265580,0.002773,BASLANGIC
0.743455,0.816515,0.129709,0.021072,0.374018,0.004870,BASLANGIC
0.403148,0.551226,0.329548,0.052775,0.713967,0.013493,BASLANGIC
0.778342,0.884007,0.054453,0.014695,0.288992,0.003278,BASLANGIC
0.620938,0.720078,0.197503,0.025990,0.540705,0.006225,BASLANGIC
0.366878,0.511138,0.366706,0.059671,0.730059,0.015554,BASLANGIC
0.694573,0.836847,0.078803,0.021855,0.305777,0.004991,BASLANGIC
0.557711,0.671218,0.237988,0.034239,0.564799,0.008413,BASLANGIC
0.821888,0.915202,0.036161,0.007749,0.295497,0.001684,BASLANGIC
0.332844,0.498968,0.368079,0.063143,0.693921,0.016604,BASLANGIC
0.678206,0.830707,0.081253,0.023162,0.315646,0.005312,BASLANGIC
0.960049,0.974411,0.022947,0.019099,0.038558,0.004332,BASLANGIC
0.805173,0.904573,0.043193,0.010407,0.237668,0.002282,BASLANGIC
0.989401,1.000000,0.005450,0.012367,0.028605,0.002741,BASLANGIC
0.768238,0.887116,0.049409,0.009440,0.357404,0.002063,BASLANGIC
0.602800,0.732143,0.175373,0.034474,0.396911,0.008281,BASLANGIC
0.911657,0.962071,0.018898,0.009194,0.140412,0.002017,BASLANGIC
0.735180,0.859071,0.066215,0.012613,0.316571,0.002788,BASLANGIC
0.645932,0.743155,0.182517,0.035760,0.366479,0.008692,BASLANGIC
0.688384,0.835477,0.075291,0.012995,0.367637,0.002878,BASLANGIC
0.588829,0.722867,0.181547,0.018805,0.527519,0.004341,BASLANGIC
0.729947,0.755870,0.204039,0.027727,0.465931,0.007149,BASLANGIC
0.798942,0.897541,0.046562,0.013743,0.258339,0.003050,BASLANGIC
0.481009,0.607762,0.289104,0.045112,0.615937,0.011637,BASLANGIC
0.800577,0.900298,0.045432,0.007073,0.321397,0.001534,BASLANGIC
0.652559,0.749901,0.175240,0.037837,0.355588,0.009300,BASLANGIC
0.674091,0.823776,0.084200,0.025067,0.276645,0.005786,BASLANGIC
0.763458,0.859379,0.080906,0.026709,0.186696,0.006258,BASLANGIC
0.683940,0.829368,0.084616,0.024310,0.298261,0.005599,BASLANGIC
0.400431,0.542410,0.341625,0.046425,0.756592,0.011682,BASLANGIC
0.894561,0.951297,0.022250,0.009306,0.246065,0.002034,BASLANGIC
0.366748,0.522303,0.353420,0.067089,0.675823,0.017886,BASLANGIC
0.725552,0.849687,0.073032,0.017276,0.271273,0.003888,BASLANGIC
0.541557,0.650727,0.258367,0.044557,0.552670,0.011095,BASLANGIC
0.707156,0.849503,0.065080,0.020918,0.307039,0.004761,BASLANGIC
0.562751,0.672952,0.238864,0.031646,0.600292,0.007562,BASLANGIC
0.670881,0.819613,0.088751,0.024280,0.287578,0.005595,BASLANGIC
0.630027,0.730413,0.190994,0.031270,0.476085,0.007613,BASLANGIC
0.703494,0.842482,0.072060,0.019512,0.310493,0.004419,BASLANGIC
0.795780,0.871428,0.081185,0.029714,0.117414,0.006994,BASLANGIC
0.756543,0.873130,0.060723,0.012577,0.346814,0.002782,BASLANGIC
0.827542,0.903273,0.056010,0.023609,0.126894,0.005519,BASLANGIC
0.621824,0.786182,0.110108,0.019369,0.383107,0.004388,BASLANGIC
0.541519,0.639824,0.274821,0.031641,0.627779,0.008207,BASLANGIC
0.768189,0.881359,0.052846,0.012109,0.282603,0.002671,BASLANGIC
0.469534,0.588885,0.308022,0.039217,0.675933,0.009798,BASLANGIC
0.643120,0.798050,0.103775,0.026047,0.303972,0.006039,BASLANGIC
0.537687,0.677361,0.219376,0.042112,0.469448,0.010615,BASLANGIC
0.706239,0.841670,0.077364,0.018285,0.305158,0.004124,BASLANGIC
0.702237,0.788133,0.144103,0.025710,0.381332,0.006035,BASLANGIC
0.735545,0.866182,0.057302,0.012127,0.259934,0.002675,BASLANGIC
0.499849,0.626499,0.272305,0.036555,0.624516,0.009142,BASLANGIC
0.743382,0.866047,0.064071,0.014075,0.310655,0.003128,BASLANGIC
0.521409,0.623416,0.289189,0.036519,0.665607,0.008910,BASLANGIC
0.698356,0.839592,0.075616,0.017159,0.288287,0.003859,BASLANGIC
0.474079,0.605025,0.285524,0.060819,0.494488,0.015901,BASLANGIC
0.809542,0.913635,0.035074,0.004355,0.309612,0.000934,BASLANGIC
0.572958,0.675106,0.236633,0.023541,0.625725,0.005510,BASLANGIC
0.850308,0.929368,0.032877,0.006021,0.317970,0.001300,BASLANGIC
0.397921,0.533050,0.353669,0.053239,0.716584,0.013845,BASLANGIC
0.663637,0.815874,0.090737,0.021697,0.361199,0.004972,BASLANGIC
0.187658,0.334549,0.538472,0.099008,0.881799,0.028908,BASLANGIC
0.715211,0.856895,0.061590,0.016097,0.297403,0.003604,BASLANGIC
0.771060,0.828214,0.126643,0.013724,0.447806,0.003186,BASLANGIC
0.760466,0.860482,0.074170,0.017558,0.273616,0.003950,BASLANGIC
0.552669,0.680523,0.218537,0.040576,0.501884,0.009996,BASLANGIC
0.740193,0.863579,0.063213,0.015900,0.269303,0.003557,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.679972,0.825859,0.085480,0.022543,0.330849,0.005172,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.786300,0.897207,0.043744,0.012305,0.312833,0.002717,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.752152,0.873573,0.057808,0.017358,0.270752,0.003902,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.801662,0.897784,0.047908,0.017195,0.213901,0.003863,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.755017,0.874148,0.057549,0.016495,0.280597,0.003698,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.911083,0.959256,0.017987,0.005443,0.250754,0.001173,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.725088,0.848212,0.078105,0.016202,0.345077,0.003655,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.770503,0.875369,0.062982,0.010528,0.345965,0.002332,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.780929,0.879341,0.061684,0.013840,0.266405,0.003073,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.790704,0.893563,0.048665,0.013526,0.279055,0.003000,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.703064,0.848055,0.067757,0.023154,0.265708,0.005312,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.781742,0.885004,0.052960,0.014084,0.277030,0.003131,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.700112,0.832472,0.084098,0.023343,0.249651,0.005359,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.757367,0.879084,0.052652,0.013563,0.269521,0.003008,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.714938,0.840682,0.079293,0.016667,0.315323,0.003740,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.667040,0.812767,0.097510,0.029597,0.274308,0.006951,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.737699,0.869569,0.054549,0.007234,0.351002,0.001568,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.684565,0.835236,0.073716,0.015936,0.318259,0.003565,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.744518,0.861890,0.068501,0.018797,0.289555,0.004251,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.742550,0.866675,0.061812,0.016243,0.290220,0.003637,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.710897,0.854669,0.063211,0.019529,0.308490,0.004424,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.692076,0.836513,0.075419,0.018683,0.289861,0.004220,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.706016,0.843121,0.075833,0.022299,0.258626,0.005099,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.721900,0.861745,0.059397,0.017219,0.301315,0.003871,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.789902,0.894310,0.046347,0.007278,0.288477,0.001580,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.766496,0.879248,0.057062,0.013718,0.319006,0.003044,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.697507,0.834019,0.083317,0.016461,0.353050,0.003709,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.798185,0.899992,0.044543,0.004748,0.359025,0.001021,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.634112,0.783795,0.118480,0.040477,0.194376,0.009839,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.747033,0.877283,0.050790,0.009337,0.319379,0.002039,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.653042,0.809907,0.091743,0.025401,0.293206,0.005872,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.611140,0.783599,0.105498,0.035190,0.281373,0.008405,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.839174,0.933972,0.022870,0.000000,0.328080,0.000000,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.684617,0.827463,0.082770,0.020040,0.287498,0.004548,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.713057,0.849970,0.069091,0.013379,0.313270,0.002973,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.800767,0.895544,0.048796,0.015868,0.259624,0.003553,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.740216,0.856503,0.072716,0.015949,0.296835,0.003572,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.789703,0.890787,0.053247,0.012087,0.289273,0.002669,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.842822,0.929952,0.028084,0.003681,0.310307,0.000788,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.733978,0.861461,0.063519,0.017808,0.269592,0.004010,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.751241,0.872937,0.054649,0.019068,0.283064,0.004317,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.781820,0.887445,0.051790,0.012224,0.275996,0.002699,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.731885,0.872410,0.048406,0.013342,0.295880,0.002957,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.746941,0.874669,0.056682,0.009476,0.356889,0.002072,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.787839,0.899337,0.040643,0.005848,0.347158,0.001261,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.753342,0.864872,0.069781,0.015298,0.308235,0.003418,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.673545,0.828972,0.077411,0.019163,0.314835,0.004336,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.730325,0.853807,0.069543,0.018381,0.306562,0.004153,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.715563,0.841344,0.079111,0.018789,0.293468,0.004250,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.757502,0.870627,0.060233,0.014867,0.287821,0.003318,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.802779,0.892335,0.053850,0.014941,0.278339,0.003336,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.874225,0.938188,0.028560,0.002514,0.297931,0.000538,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.856231,0.917278,0.047504,0.013990,0.212104,0.003122,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.812452,0.902865,0.046277,0.007826,0.318424,0.001703,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.795460,0.891801,0.054208,0.016344,0.257035,0.003675,NORMAL
