@RELATION GLCM_ONLY

@ATTRIBUTE glcm_contrast NUMERIC
@ATTRIBUTE glcm_dissimilarity NUMERIC
@ATTRIBUTE glcm_homogeneity NUMERIC
@ATTRIBUTE glcm_energy NUMERIC
@ATTRIBUTE glcm_correlation NUMERIC
@ATTRIBUTE glcm_ASM NUMERIC
@ATTRIBUTE class {BASLANGIC,NORMAL,TUMORLU}

@DATA
0.190391,0.817019,0.146938,0.009456,0.837456,0.001926,BASLANGIC
0.099400,0.045488,0.994544,0.990517,0.521700,0.982881,BASLANGIC
0.083325,0.040450,0.994945,0.992333,0.481389,0.986148,BASLANGIC
0.197023,0.794321,0.191145,0.059476,0.742836,0.014018,BASLANGIC
0.405403,0.199847,0.973870,0.858278,0.875482,0.759396,BASLANGIC
0.249950,0.894765,0.132961,0.009329,0.803134,0.001868,BASLANGIC
0.147404,0.067367,0.992221,0.981099,0.662049,0.966023,BASLANGIC
0.244424,0.883852,0.136406,0.037464,0.628242,0.008380,BASLANGIC
0.215666,0.096941,0.989153,0.962250,0.757968,0.932721,BASLANGIC
0.173095,0.682308,0.315292,0.188576,0.838310,0.064142,BASLANGIC
0.086612,0.039907,0.994851,0.992829,0.435879,0.987042,BASLANGIC
0.147640,0.664404,0.297185,0.099122,0.891016,0.026499,BASLANGIC
0.142269,0.064340,0.992278,0.982099,0.645314,0.967807,BASLANGIC
0.192252,0.825487,0.147736,0.014481,0.836872,0.002950,BASLANGIC
0.086263,0.042170,0.994346,0.991663,0.501202,0.984942,BASLANGIC
0.117481,0.598947,0.323044,0.091535,0.718470,0.024151,BASLANGIC
0.515594,0.237214,0.971624,0.865539,0.832329,0.770932,BASLANGIC
0.185450,0.770384,0.208841,0.031267,0.859879,0.006644,BASLANGIC
0.282872,0.134541,0.982024,0.930448,0.824740,0.877840,BASLANGIC
0.250194,0.801948,0.211366,0.024469,0.863765,0.005094,BASLANGIC
0.290313,0.140268,0.981556,0.937601,0.799121,0.890041,BASLANGIC
0.194168,0.819476,0.162352,0.033662,0.822528,0.007253,BASLANGIC
0.132164,0.059461,0.993377,0.985851,0.591871,0.974512,BASLANGIC
0.177767,0.688755,0.294104,0.084432,0.808300,0.021584,BASLANGIC
0.371185,0.177633,0.977180,0.884371,0.861463,0.801241,BASLANGIC
0.067847,0.398020,0.526460,0.239658,0.929402,0.091494,BASLANGIC
0.163384,0.073447,0.991466,0.978922,0.663266,0.962147,BASLANGIC
0.138638,0.612348,0.345279,0.148034,0.895855,0.045472,BASLANGIC
0.171442,0.080874,0.989990,0.972366,0.730395,0.950523,BASLANGIC
0.233036,0.874665,0.152029,0.024997,0.881173,0.005170,BASLANGIC
0.171152,0.085151,0.988358,0.971845,0.731243,0.949602,BASLANGIC
0.184589,0.730186,0.253880,0.065232,0.666067,0.015792,BASLANGIC
0.187577,0.087290,0.989654,0.971643,0.712991,0.949244,BASLANGIC
0.159093,0.690770,0.274302,0.066790,0.901491,0.016113,BASLANGIC
0.384050,0.179490,0.978174,0.898767,0.837131,0.824803,BASLANGIC
0.103652,0.590266,0.310465,0.058600,0.924682,0.013755,BASLANGIC
0.305792,0.146826,0.980810,0.924070,0.827223,0.867032,BASLANGIC
0.162809,0.703781,0.259878,0.048715,0.867192,0.011071,BASLANGIC
0.104122,0.050072,0.993654,0.988787,0.577270,0.979774,BASLANGIC
0.166704,0.746876,0.201000,0.021704,0.907128,0.004476,BASLANGIC
0.128401,0.064090,0.991458,0.982994,0.661349,0.969405,BASLANGIC
0.250264,0.889162,0.138210,0.014613,0.817562,0.002885,BASLANGIC
0.318636,0.148710,0.981731,0.919960,0.829681,0.860101,BASLANGIC
0.260454,0.915635,0.135904,0.008310,0.833449,0.001672,BASLANGIC
0.109700,0.050879,0.993949,0.988258,0.576213,0.978824,BASLANGIC
0.104285,0.549841,0.353115,0.040891,0.942325,0.008994,BASLANGIC
0.083987,0.039601,0.995063,0.992984,0.424530,0.987321,BASLANGIC
0.135833,0.634239,0.313426,0.113944,0.917094,0.031861,BASLANGIC
0.323507,0.146888,0.983316,0.916916,0.835150,0.854986,BASLANGIC
0.184703,0.691902,0.305184,0.079423,0.920898,0.019929,BASLANGIC
0.671713,0.316187,0.960672,0.708085,0.893300,0.540049,BASLANGIC
0.234610,0.909550,0.102888,0.010991,0.817883,0.002149,BASLANGIC
0.206256,0.091230,0.990210,0.966278,0.740923,0.939789,BASLANGIC
0.133922,0.611901,0.331557,0.082540,0.932358,0.021012,BASLANGIC
0.102841,0.052197,0.992961,0.988151,0.591444,0.978633,BASLANGIC
0.249002,0.720933,0.308807,0.066649,0.842633,0.016078,BASLANGIC
0.121753,0.059980,0.991904,0.986540,0.578468,0.975745,BASLANGIC
0.150816,0.620522,0.354111,0.174401,0.868283,0.057315,BASLANGIC
0.159144,0.073072,0.991726,0.977926,0.689940,0.960378,BASLANGIC
0.212505,0.734892,0.286361,0.070359,0.878030,0.017139,BASLANGIC
0.324617,0.150122,0.981917,0.923335,0.818937,0.865790,BASLANGIC
0.088528,0.039997,0.995535,0.992712,0.443920,0.986830,BASLANGIC
0.181818,0.789850,0.173781,0.016513,0.882898,0.003310,BASLANGIC
0.170387,0.074773,0.992038,0.976879,0.685200,0.958517,BASLANGIC
0.125717,0.622367,0.311367,0.075623,0.744178,0.018945,BASLANGIC
0.320851,0.143067,0.984264,0.930513,0.804387,0.877950,BASLANGIC
0.160581,0.679253,0.296952,0.109197,0.835955,0.030128,BASLANGIC
0.137645,0.064490,0.992013,0.982727,0.645116,0.968929,BASLANGIC
0.178481,0.743383,0.222420,0.042610,0.893840,0.009430,BASLANGIC
0.207931,0.100017,0.987445,0.960083,0.773860,0.928929,BASLANGIC
0.066567,0.031745,0.995957,0.995285,0.282254,0.991471,BASLANGIC
0.143542,0.621392,0.322853,0.054550,0.937481,0.012603,BASLANGIC
0.269304,0.126534,0.983791,0.938392,0.812697,0.891395,BASLANGIC
0.158503,0.566199,0.394653,0.167637,0.917741,0.054164,BASLANGIC
0.086863,0.040673,0.995223,0.992762,0.444790,0.986921,BASLANGIC
0.113516,0.623486,0.278064,0.035181,0.856332,0.007687,BASLANGIC
0.232924,0.114171,0.985376,0.948797,0.804004,0.909305,BASLANGIC
0.114221,0.597080,0.321223,0.036473,0.945337,0.008028,BASLANGIC
0.601973,0.280214,0.965376,0.779743,0.877271,0.640129,BASLANGIC
0.104203,0.555550,0.357804,0.058696,0.826931,0.013933,BASLANGIC
0.121241,0.056439,0.993018,0.987247,0.569938,0.977012,BASLANGIC
0.091276,0.517083,0.376475,0.064532,0.917349,0.015434,BASLANGIC
0.791204,0.375606,0.952740,0.660810,0.888991,0.478593,BASLANGIC
0.180644,0.744020,0.232212,0.035150,0.823604,0.007622,BASLANGIC
0.236906,0.113595,0.985740,0.949801,0.797306,0.911041,BASLANGIC
0.197395,0.777968,0.214359,0.064855,0.856809,0.015562,BASLANGIC
0.189863,0.096777,0.986876,0.961939,0.782908,0.932175,BASLANGIC
0.195079,0.773013,0.209923,0.028142,0.867687,0.005931,BASLANGIC
0.518982,0.242628,0.969362,0.807523,0.880773,0.681169,BASLANGIC
0.193048,0.767907,0.222854,0.054169,0.923010,0.012470,BASLANGIC
0.514935,0.241498,0.970343,0.796043,0.888035,0.664056,BASLANGIC
0.115265,0.583074,0.341879,0.074006,0.819607,0.018317,BASLANGIC
0.123215,0.054888,0.993919,0.988549,0.521492,0.979348,BASLANGIC
0.135977,0.616083,0.324792,0.087626,0.720749,0.022715,BASLANGIC
0.124699,0.058732,0.992567,0.986836,0.561072,0.976275,BASLANGIC
0.124695,0.597810,0.343180,0.087784,0.785986,0.022763,BASLANGIC
0.103795,0.051371,0.992921,0.988168,0.581036,0.978663,BASLANGIC
0.198638,0.808141,0.184944,0.035109,0.890257,0.007554,BASLANGIC
0.326901,0.154089,0.980541,0.908760,0.846946,0.841355,BASLANGIC
0.135667,0.660539,0.264709,0.028407,0.908951,0.005930,BASLANGIC
0.530680,0.265888,0.963411,0.763900,0.897850,0.617280,BASLANGIC
0.151953,0.679708,0.271964,0.050119,0.899250,0.011416,BASLANGIC
0.094740,0.050129,0.993021,0.989074,0.579992,0.980289,BASLANGIC
0.249076,0.953297,0.067896,0.011187,0.722415,0.002288,BASLANGIC
0.230341,0.105692,0.987571,0.957380,0.769008,0.924209,BASLANGIC
0.217965,0.839521,0.159627,0.046301,0.617384,0.010591,BASLANGIC
0.158501,0.070676,0.992256,0.978590,0.682541,0.961559,BASLANGIC
0.109477,0.512483,0.447498,0.362373,0.782388,0.174541,BASLANGIC
0.190463,0.093642,0.987769,0.964031,0.771805,0.935843,BASLANGIC
0.219128,0.828445,0.173936,0.018476,0.833851,0.003739,BASLANGIC
0.135847,0.061850,0.992992,0.983874,0.631328,0.970975,BASLANGIC
0.099294,0.570688,0.324270,0.083283,0.754192,0.021366,BASLANGIC
0.257827,0.120579,0.985573,0.943688,0.805691,0.900488,BASLANGIC
0.162563,0.645026,0.339093,0.092655,0.927690,0.024271,BASLANGIC
0.531764,0.265122,0.964310,0.768992,0.895880,0.624579,BASLANGIC
0.174313,0.791158,0.157904,0.019605,0.860590,0.003978,BASLANGIC
0.149465,0.066355,0.992644,0.981135,0.659405,0.966088,BASLANGIC
0.106628,0.508378,0.429497,0.150042,0.884124,0.046343,BASLANGIC
0.253185,0.121257,0.984561,0.942727,0.811168,0.898835,BASLANGIC
0.192871,0.774047,0.225938,0.068230,0.890990,0.016527,BASLANGIC
0.110063,0.051723,0.993548,0.987692,0.586940,0.977810,BASLANGIC
0.097247,0.047129,0.993768,0.990121,0.538565,0.982169,BASLANGIC
0.212830,0.722516,0.306299,0.076081,0.796374,0.018917,BASLANGIC
0.412595,0.193435,0.976546,0.881900,0.849406,0.797231,BASLANGIC
0.145236,0.703745,0.231174,0.045926,0.861957,0.010312,BASLANGIC
0.391134,0.182347,0.978128,0.880148,0.859803,0.794394,BASLANGIC
0.188880,0.818241,0.146404,0.015399,0.876248,0.003074,BASLANGIC
0.105182,0.047808,0.994610,0.991031,0.466394,0.983805,BASLANGIC
0.195383,0.807676,0.170426,0.024642,0.822820,0.005121,BASLANGIC
0.196529,0.093062,0.988401,0.974530,0.654892,0.954353,BASLANGIC
0.187611,0.719639,0.270010,0.094905,0.867744,0.025043,BASLANGIC
0.358654,0.159285,0.982691,0.909821,0.831961,0.843123,BASLANGIC
0.205600,0.823500,0.163287,0.021930,0.862918,0.004474,BASLANGIC
0.147803,0.067805,0.992003,0.980486,0.670117,0.964933,BASLANGIC
0.144339,0.650196,0.292474,0.046034,0.939292,0.010308,BASLANGIC
0.104278,0.047007,0.994691,0.990364,0.519447,0.982606,BASLANGIC
0.116938,0.570798,0.369481,0.094422,0.759411,0.025003,BASLANGIC
0.093663,0.044543,0.994317,0.991920,0.444599,0.985405,BASLANGIC
0.169393,0.765811,0.166315,0.007310,0.896999,0.001370,BASLANGIC
0.268457,0.122081,0.986069,0.941549,0.806144,0.896809,BASLANGIC
0.136550,0.065187,0.991917,0.982709,0.646224,0.968895,BASLANGIC
0.155261,0.681923,0.276628,0.064827,0.912888,0.015524,BASLANGIC
0.205730,0.095128,0.988292,0.967559,0.724836,0.942042,BASLANGIC
0.124921,0.056659,0.993681,0.986313,0.600226,0.975339,BASLANGIC
0.099403,0.577467,0.315820,0.043792,0.866353,0.009863,BASLANGIC
0.180765,0.086403,0.989094,0.971805,0.721718,0.949530,BASLANGIC
0.187806,0.749547,0.234606,0.049191,0.865909,0.011161,BASLANGIC
0.137826,0.062551,0.992372,0.983290,0.631112,0.969933,BASLANGIC
0.130282,0.658674,0.260512,0.040083,0.925294,0.008775,BASLANGIC
0.446415,0.202722,0.976553,0.850397,0.870824,0.746973,BASLANGIC
0.185708,0.739158,0.230317,0.034144,0.850938,0.007350,BASLANGIC
0.471383,0.232607,0.968642,0.816006,0.886347,0.693951,BASLANGIC
0.223686,0.820604,0.183791,0.019243,0.882513,0.003861,BASLANGIC
0.274444,0.125890,0.985214,0.941232,0.802091,0.896265,BASLANGIC
0.589820,0.268269,0.969329,0.744054,0.895898,0.589239,BASLANGIC
0.181758,0.754297,0.224469,0.033738,0.819908,0.007288,BASLANGIC
0.234577,0.115669,0.984949,0.949377,0.801161,0.910307,BASLANGIC
0.118924,0.557931,0.390571,0.116293,0.942020,0.032767,BASLANGIC
0.246925,0.124689,0.983238,0.944628,0.806468,0.902107,BASLANGIC
0.172538,0.081278,0.989901,0.976031,0.685070,0.957013,BASLANGIC
0.159734,0.727604,0.219340,0.025565,0.887265,0.005314,BASLANGIC
0.140596,0.068884,0.990872,0.980426,0.674858,0.964824,BASLANGIC
0.144562,0.614071,0.327521,0.074818,0.751008,0.018681,BASLANGIC
0.258746,0.122450,0.984960,0.942595,0.807403,0.898607,BASLANGIC
0.181444,0.769247,0.195179,0.021916,0.865466,0.004495,BASLANGIC
0.377182,0.184436,0.976291,0.876339,0.867577,0.788243,BASLANGIC
0.198014,0.816062,0.158344,0.013389,0.852340,0.002646,BASLANGIC
0.105608,0.051373,0.993574,0.988615,0.577953,0.979465,BASLANGIC
0.160757,0.732211,0.218225,0.019923,0.884225,0.004037,BASLANGIC
0.153322,0.070516,0.991686,0.978721,0.687066,0.961790,BASLANGIC
0.148347,0.667880,0.287986,0.063793,0.839583,0.015261,BASLANGIC
0.170657,0.076407,0.991537,0.975624,0.702113,0.956292,BASLANGIC
0.139050,0.659522,0.279928,0.096415,0.921303,0.025554,BASLANGIC
0.170843,0.078477,0.990903,0.974267,0.713088,0.953887,BASLANGIC
0.105059,0.590166,0.308077,0.045863,0.851587,0.010378,BASLANGIC
0.224875,0.104488,0.987535,0.962644,0.740446,0.933411,BASLANGIC
0.186081,0.720143,0.268505,0.062583,0.879909,0.014864,BASLANGIC
0.393321,0.180378,0.978685,0.880143,0.859126,0.794385,BASLANGIC
0.118397,0.514237,0.434454,0.174063,0.878240,0.057217,BASLANGIC
0.445625,0.221658,0.969731,0.841556,0.876468,0.733160,BASLANGIC
0.119252,0.526323,0.415733,0.135987,0.951258,0.040542,BASLANGIC
0.156877,0.074379,0.990584,0.980168,0.643937,0.964365,BASLANGIC
0.105368,0.589386,0.307886,0.080293,0.822210,0.020370,BASLANGIC
0.135142,0.061525,0.993077,0.984572,0.616637,0.972223,BASLANGIC
0.155579,0.705689,0.240040,0.043685,0.823996,0.009858,BASLANGIC
0.242438,0.114067,0.986256,0.954374,0.772278,0.918975,BASLANGIC
0.106189,0.593108,0.311031,0.046097,0.845320,0.010459,BASLANGIC
0.280512,0.127098,0.985452,0.941059,0.797868,0.895968,BASLANGIC
0.226849,0.886175,0.106772,0.020688,0.699077,0.004316,BASLANGIC
0.149841,0.072247,0.990576,0.979405,0.679973,0.963008,BASLANGIC
0.103867,0.569394,0.337112,0.044240,0.867458,0.009951,BASLANGIC
0.130377,0.059002,0.993338,0.984896,0.622283,0.972804,BASLANGIC
0.173857,0.754618,0.207666,0.035701,0.784628,0.007802,BASLANGIC
0.189333,0.085977,0.990289,0.970406,0.727795,0.947060,BASLANGIC
0.164511,0.694206,0.243310,0.072022,0.579376,0.017930,BASLANGIC
0.154797,0.070457,0.991623,0.979189,0.677061,0.962624,BASLANGIC
0.099341,0.562963,0.335616,0.039896,0.883267,0.008832,BASLANGIC
0.123934,0.058105,0.992885,0.985506,0.615835,0.973895,BASLANGIC
0.097282,0.483214,0.450961,0.154018,0.882780,0.048077,BASLANGIC
0.068994,0.031244,0.996597,0.995304,0.300535,0.991504,BASLANGIC
0.138626,0.622406,0.308073,0.087531,0.731721,0.022772,BASLANGIC
0.266536,0.117395,0.987518,0.948086,0.784357,0.908074,BASLANGIC
0.103620,0.562348,0.340603,0.042006,0.877838,0.009353,BASLANGIC
0.214041,0.099769,0.987671,0.961628,0.760211,0.931631,BASLANGIC
0.163123,0.724141,0.242748,0.053723,0.808562,0.012448,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.176136,0.720985,0.268146,0.101009,0.876207,0.027194,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.160563,0.753512,0.181045,0.026788,0.863776,0.005654,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.152452,0.772874,0.136899,0.002483,0.881114,0.000497,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.215547,0.900718,0.088014,0.008331,0.777753,0.001656,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.215293,0.871287,0.124490,0.018276,0.848385,0.003731,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.157856,0.668645,0.307553,0.151778,0.862981,0.047069,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.121530,0.489833,0.499962,0.383568,0.906067,0.191322,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.124921,0.500780,0.497114,0.399923,0.898670,0.204798,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.160646,0.749596,0.191826,0.021818,0.876398,0.004468,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.170754,0.788210,0.144482,0.011950,0.828205,0.002390,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.143578,0.760214,0.140880,0.002465,0.888489,0.000490,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.157898,0.791436,0.132050,0.000000,0.910344,0.000000,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.176655,0.746469,0.228361,0.051298,0.911632,0.011741,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.222432,0.850150,0.152632,0.015885,0.862159,0.003181,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.123106,0.572026,0.376840,0.089040,0.924170,0.023079,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.111927,0.538005,0.418167,0.232498,0.926451,0.087398,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.176682,0.729316,0.244316,0.057366,0.675787,0.013616,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.244698,0.917170,0.111303,0.049745,0.426453,0.011587,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.136497,0.603122,0.370019,0.190972,0.928947,0.065326,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.138067,0.671452,0.267690,0.044120,0.894582,0.009845,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.185602,0.834677,0.126321,0.007283,0.868193,0.001432,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.152118,0.702698,0.246905,0.058856,0.896345,0.013928,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.167456,0.774642,0.160152,0.015110,0.835243,0.003034,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.130753,0.666476,0.252861,0.079904,0.742550,0.020247,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.078537,0.486658,0.410225,0.096884,0.826690,0.025936,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.156061,0.681151,0.278382,0.078812,0.889141,0.019809,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.126580,0.570322,0.392993,0.139845,0.704188,0.042109,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.163554,0.656463,0.324924,0.117699,0.913781,0.033249,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.168739,0.629134,0.330108,0.057864,0.901779,0.013643,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.232442,0.891311,0.098066,0.020468,0.674705,0.004268,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.187886,0.814750,0.143773,0.011516,0.835385,0.002336,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.121841,0.640912,0.271477,0.016949,0.936248,0.003389,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.132767,0.624140,0.323494,0.106344,0.659947,0.029269,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.098426,0.578531,0.316774,0.092016,0.750102,0.024427,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.102320,0.529895,0.390670,0.133856,0.834130,0.039701,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.095698,0.504427,0.423370,0.222519,0.922185,0.081856,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.320999,0.851668,0.199909,0.027323,0.718002,0.005713,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.153742,0.644673,0.319044,0.098917,0.884221,0.026432,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.169938,0.702101,0.260443,0.049013,0.883965,0.011103,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.202227,0.868437,0.106001,0.011873,0.790293,0.002392,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.100885,0.531042,0.390952,0.180186,0.921524,0.060077,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.160146,0.693179,0.263565,0.053088,0.893400,0.012221,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.205435,0.876384,0.098048,0.012910,0.782594,0.002607,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.148005,0.625467,0.336979,0.104269,0.890418,0.028314,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.161205,0.684285,0.276522,0.056211,0.891272,0.013067,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.162331,0.733604,0.226366,0.031614,0.850541,0.006703,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.199653,0.858629,0.114507,0.012014,0.795685,0.002432,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.096830,0.504293,0.423338,0.213108,0.922048,0.076758,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.159227,0.676293,0.295783,0.115998,0.868021,0.032625,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.150119,0.657954,0.307597,0.117957,0.877488,0.033377,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.095584,0.492075,0.438263,0.249724,0.924535,0.097387,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.160880,0.671624,0.306128,0.117797,0.866457,0.033313,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.060450,0.406341,0.495997,0.213091,0.927206,0.076763,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.170987,0.763741,0.199705,0.027194,0.842969,0.005660,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.066800,0.417782,0.489660,0.207694,0.921034,0.073910,NORMAL
