@RELATION GLCM_SOFTHIST

@ATTRIBUTE glcm_contrast NUMERIC
@ATTRIBUTE glcm_dissimilarity NUMERIC
@ATTRIBUTE glcm_homogeneity NUMERIC
@ATTRIBUTE glcm_energy NUMERIC
@ATTRIBUTE glcm_correlation NUMERIC
@ATTRIBUTE glcm_ASM NUMERIC
@ATTRIBUTE softhist_bin_0 NUMERIC
@ATTRIBUTE softhist_bin_1 NUMERIC
@ATTRIBUTE softhist_bin_2 NUMERIC
@ATTRIBUTE softhist_bin_3 NUMERIC
@ATTRIBUTE softhist_bin_4 NUMERIC
@ATTRIBUTE softhist_bin_5 NUMERIC
@ATTRIBUTE softhist_bin_6 NUMERIC
@ATTRIBUTE softhist_bin_7 NUMERIC
@ATTRIBUTE softhist_bin_8 NUMERIC
@ATTRIBUTE softhist_bin_9 NUMERIC
@ATTRIBUTE softhist_bin_10 NUMERIC
@ATTRIBUTE softhist_bin_11 NUMERIC
@ATTRIBUTE softhist_bin_12 NUMERIC
@ATTRIBUTE softhist_bin_13 NUMERIC
@ATTRIBUTE softhist_bin_14 NUMERIC
@ATTRIBUTE softhist_bin_15 NUMERIC
@ATTRIBUTE softhist_bin_16 NUMERIC
@ATTRIBUTE softhist_bin_17 NUMERIC
@ATTRIBUTE softhist_bin_18 NUMERIC
@ATTRIBUTE softhist_bin_19 NUMERIC
@ATTRIBUTE softhist_bin_20 NUMERIC
@ATTRIBUTE softhist_bin_21 NUMERIC
@ATTRIBUTE softhist_bin_22 NUMERIC
@ATTRIBUTE softhist_bin_23 NUMERIC
@ATTRIBUTE softhist_bin_24 NUMERIC
@ATTRIBUTE softhist_bin_25 NUMERIC
@ATTRIBUTE softhist_bin_26 NUMERIC
@ATTRIBUTE softhist_bin_27 NUMERIC
@ATTRIBUTE softhist_bin_28 NUMERIC
@ATTRIBUTE softhist_bin_29 NUMERIC
@ATTRIBUTE softhist_bin_30 NUMERIC
@ATTRIBUTE softhist_bin_31 NUMERIC
@ATTRIBUTE softhist_mean NUMERIC
@ATTRIBUTE softhist_std NUMERIC
@ATTRIBUTE softhist_energy NUMERIC
@ATTRIBUTE softhist_entropy NUMERIC
@ATTRIBUTE class {BASLANGIC,NORMAL,TUMORLU}

@DATA
0.457343,0.210277,0.975258,0.852613,0.865575,0.750456,1.000000,0.000141,0.000071,0.000000,0.000071,0.000141,0.000000,0.000141,0.000071,0.000212,0.000000,0.000000,0.000283,0.000141,0.000071,0.000000,0.000071,0.000141,0.000000,0.000000,0.000000,0.000000,0.000085,0.000000,0.000000,0.000219,0.000260,0.000605,0.000492,0.000000,0.000378,0.191099,0.008472,0.033755,0.001765,0.032753,BASLANGIC
0.263460,0.867986,0.151102,0.049891,0.425566,0.011514,0.083977,0.129830,0.212262,0.274086,0.342092,0.572385,0.871200,0.929418,1.000000,0.850592,0.743946,0.676455,0.496136,0.367852,0.239567,0.165379,0.131891,0.129830,0.086030,0.035549,0.040185,0.024730,0.020430,0.007412,0.012219,0.001596,0.000000,0.003307,0.007178,0.000000,0.000000,0.000000,0.399087,0.694657,0.325112,0.555679,BASLANGIC
0.134877,0.062019,0.992499,0.984875,0.596541,0.972765,1.000000,0.000062,0.000000,0.000124,0.000124,0.000062,0.000000,0.000000,0.000000,0.000185,0.000000,0.000000,0.000000,0.000000,0.000062,0.000000,0.000000,0.000000,0.000000,0.000062,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000293,0.000000,0.014270,0.000663,0.027867,0.000010,0.006176,BASLANGIC
0.215528,0.726921,0.263435,0.070006,0.522283,0.017214,0.043041,0.058133,0.150922,0.422023,0.905534,0.844606,1.000000,0.883175,0.861375,0.897149,0.777529,0.632756,0.453326,0.325880,0.247065,0.182784,0.162102,0.122415,0.056569,0.029067,0.016210,0.007826,0.016792,0.007423,0.011269,0.014718,0.018482,0.063383,0.000000,0.000000,0.000000,0.000000,0.437552,0.840656,0.402903,0.488940,BASLANGIC
0.104429,0.050318,0.993628,0.989317,0.552780,0.980725,1.000000,0.000000,0.000000,0.000000,0.000062,0.000000,0.000000,0.000000,0.000000,0.000000,0.000123,0.000000,0.000000,0.000000,0.000000,0.000000,0.000062,0.000000,0.000000,0.000000,0.000062,0.000000,0.000074,0.000000,0.000365,0.000000,0.000113,0.000000,0.000000,0.000000,0.000000,0.009604,0.000459,0.027937,0.000004,0.004693,BASLANGIC
0.187760,0.748616,0.240657,0.021966,0.877929,0.004519,0.000000,0.000000,0.029930,0.507042,0.780810,0.714789,0.599472,0.670775,0.534331,0.454225,0.377641,0.326584,0.324824,0.580986,0.870599,1.000000,0.937500,0.826585,0.547882,0.529930,0.498239,0.533451,0.620932,0.419875,0.567874,0.632638,0.533619,0.408683,0.705203,0.605454,0.456321,0.126523,0.719897,0.464858,0.569018,0.884372,BASLANGIC
0.107958,0.051575,0.993567,0.988188,0.582839,0.978699,1.000000,0.000000,0.000123,0.000062,0.000000,0.000000,0.000000,0.000000,0.000000,0.000062,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000431,0.000000,0.000074,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010824,0.000512,0.027917,0.000006,0.005055,BASLANGIC
0.220774,0.847899,0.164512,0.009324,0.866665,0.001833,0.000000,0.004883,0.772461,0.621094,0.562500,0.644531,0.512695,0.590820,0.450195,0.382812,0.407227,0.411133,0.426758,0.544922,0.651367,1.000000,0.980469,0.943359,0.750122,0.743164,0.668945,0.740234,0.770991,0.626829,0.554712,0.686707,0.545342,0.463830,0.802744,0.690205,0.454042,0.129565,0.804502,0.447430,0.673722,0.875377,BASLANGIC
0.157894,0.078135,0.989895,0.975555,0.715557,0.956169,1.000000,0.000000,0.000000,0.000000,0.000062,0.000062,0.000062,0.000000,0.000000,0.000062,0.000000,0.000000,0.000000,0.000000,0.000000,0.000125,0.000000,0.000000,0.000757,0.000000,0.000000,0.000062,0.000000,0.000000,0.000000,0.000000,0.000000,0.000133,0.000000,0.000000,0.000666,0.023724,0.001109,0.027746,0.000027,0.009223,BASLANGIC
0.148215,0.668814,0.272525,0.022678,0.935611,0.004610,0.663415,0.385366,1.000000,0.860488,0.712195,0.560976,0.507317,0.589268,0.524878,0.446829,0.267317,0.231220,0.205854,0.189268,0.304390,0.374634,0.295610,0.341463,0.466024,0.578537,0.470244,0.633171,0.649486,0.459946,0.334353,0.246308,0.118281,0.041746,0.173305,0.208248,0.000000,0.304420,0.612782,0.337684,0.414227,0.952000,BASLANGIC
0.551276,0.259012,0.967556,0.794279,0.880638,0.661444,1.000000,0.000076,0.000153,0.000076,0.000153,0.000153,0.000000,0.000305,0.000000,0.000382,0.000076,0.000076,0.000229,0.000000,0.000076,0.000076,0.000076,0.000305,0.000232,0.000000,0.000153,0.000000,0.000000,0.000000,0.000271,0.000000,0.000140,0.002449,0.000266,0.000362,0.004078,0.301398,0.013425,0.045677,0.004390,0.040519,BASLANGIC
0.144956,0.648725,0.301408,0.069275,0.742908,0.016986,0.008999,0.379037,0.580731,0.492853,0.544733,0.832716,1.000000,0.862361,0.781366,0.787189,0.579142,0.360508,0.275278,0.218634,0.215987,0.174696,0.170461,0.133404,0.107149,0.062996,0.050821,0.023822,0.028626,0.006444,0.001256,0.000000,0.000000,0.002265,0.000000,0.000000,0.000000,0.000000,0.411549,0.657211,0.322348,0.572595,BASLANGIC
0.082004,0.037906,0.995500,0.993431,0.415518,0.988126,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000123,0.000000,0.000061,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000136,0.000000,0.000000,0.000000,0.000131,0.000000,0.000000,0.000328,0.005727,0.000273,0.028011,0.000002,0.003060,BASLANGIC
0.111842,0.505825,0.451754,0.206678,0.950251,0.073399,0.000000,0.132253,1.000000,0.329096,0.148247,0.114620,0.088989,0.085093,0.102112,0.088784,0.062128,0.042854,0.020299,0.037933,0.046135,0.027271,0.037523,0.037318,0.072421,0.116465,0.099446,0.094115,0.105950,0.078060,0.069298,0.072410,0.045952,0.056152,0.087131,0.048631,0.052598,0.040806,0.116691,0.020906,0.019446,0.540030,BASLANGIC
0.268198,0.129586,0.983275,0.948170,0.776113,0.908220,1.000000,0.000000,0.000000,0.000128,0.000128,0.000064,0.000000,0.000000,0.000064,0.000128,0.000192,0.000064,0.000192,0.000000,0.000000,0.000000,0.000064,0.000000,0.000129,0.000064,0.000192,0.000192,0.000000,0.000000,0.000000,0.000000,0.000000,0.000410,0.000222,0.000606,0.000683,0.054206,0.002480,0.027714,0.000142,0.016499,BASLANGIC
0.224838,0.880904,0.122395,0.014755,0.757020,0.003014,0.000000,0.000000,0.086869,0.142088,0.199327,0.239057,0.340067,0.398653,0.402020,0.476094,0.544781,0.534007,0.719192,0.725926,0.855219,1.000000,0.783838,0.769697,0.496811,0.443098,0.321885,0.413468,0.326109,0.263069,0.253941,0.211731,0.131122,0.184412,0.189987,0.178876,0.107962,0.020681,0.538104,0.510057,0.384795,0.826154,BASLANGIC
0.104350,0.048856,0.994108,0.990293,0.502531,0.982479,1.000000,0.000000,0.000000,0.000000,0.000000,0.000062,0.000123,0.000000,0.000000,0.000000,0.000000,0.000062,0.000062,0.000000,0.000000,0.000000,0.000000,0.000000,0.000062,0.000000,0.000000,0.000000,0.000148,0.000000,0.000000,0.000000,0.000000,0.000000,0.000214,0.000000,0.000000,0.008765,0.000412,0.027955,0.000004,0.004266,BASLANGIC
0.162475,0.675372,0.280404,0.049026,0.890054,0.011104,1.000000,0.998555,0.832370,0.612717,0.476879,0.352601,0.234104,0.325867,0.365607,0.379335,0.229769,0.316474,0.482659,0.657514,0.799855,0.803468,0.651734,0.539740,0.438007,0.349711,0.273121,0.302023,0.216196,0.121543,0.075401,0.043646,0.030527,0.020096,0.022650,0.034273,0.000000,0.000000,0.581287,0.597998,0.452214,0.776578,BASLANGIC
0.259371,0.123107,0.984642,0.938916,0.819188,0.892292,1.000000,0.000000,0.000193,0.000064,0.000000,0.000064,0.000064,0.000064,0.000000,0.000000,0.000064,0.000064,0.000064,0.000064,0.000129,0.000064,0.000129,0.000000,0.000065,0.000000,0.000000,0.000064,0.000155,0.000143,0.000000,0.000200,0.000000,0.000000,0.000224,0.000306,0.000000,0.066665,0.003000,0.027864,0.000215,0.018309,BASLANGIC
0.182502,0.827010,0.127287,0.004648,0.845922,0.000924,0.011454,0.125991,0.240529,0.424670,0.390308,0.471366,0.497797,0.580617,0.594714,0.643172,0.523348,0.694273,0.607048,0.738326,0.842291,0.882819,0.747137,1.000000,0.798918,0.655507,0.618502,0.584141,0.520899,0.476797,0.421057,0.346620,0.304269,0.222429,0.147303,0.071047,0.009417,0.000000,0.720578,0.530822,0.588138,0.825781,BASLANGIC
0.241423,0.111366,0.986979,0.950623,0.792311,0.912465,1.000000,0.000000,0.000191,0.000000,0.000000,0.000000,0.000000,0.000064,0.000000,0.000191,0.000000,0.000000,0.000127,0.000000,0.000064,0.000000,0.000127,0.000000,0.000065,0.000064,0.000000,0.000000,0.000077,0.000000,0.000000,0.000099,0.000000,0.000136,0.000000,0.000000,0.000000,0.053006,0.002372,0.027733,0.000136,0.015341,BASLANGIC
0.183268,0.783215,0.176940,0.033875,0.727400,0.007347,0.452174,0.274916,0.303010,0.305686,0.414047,0.432107,0.383946,0.584615,0.872241,0.917726,0.966555,1.000000,0.924415,0.696321,0.651505,0.597324,0.457525,0.331104,0.165173,0.119732,0.049498,0.031438,0.012861,0.006662,0.006346,0.008288,0.004915,0.000000,0.000000,0.000000,0.000000,0.000000,0.534146,0.772338,0.461963,0.598085,BASLANGIC
0.168115,0.081073,0.989410,0.973864,0.718300,0.953172,1.000000,0.000000,0.000062,0.000187,0.000000,0.000000,0.000000,0.000062,0.000000,0.000000,0.000187,0.000000,0.000000,0.000000,0.000125,0.000000,0.000062,0.000000,0.000063,0.000000,0.000000,0.000000,0.000000,0.000276,0.000000,0.000097,0.000229,0.000000,0.000652,0.000000,0.000000,0.025599,0.001191,0.027731,0.000032,0.009787,BASLANGIC
0.190391,0.817019,0.146938,0.009456,0.837456,0.001926,0.000000,0.000000,0.002419,0.006452,0.130645,0.253226,0.331452,0.375000,0.579839,0.629032,0.600000,0.549194,0.515323,0.404839,0.557258,0.620161,0.546774,0.763710,0.694541,0.883871,1.000000,0.962903,0.715185,0.609565,0.484862,0.417196,0.453310,0.458950,0.657293,0.841575,0.482696,0.089163,0.655020,0.527776,0.510249,0.840243,BASLANGIC
0.099400,0.045488,0.994544,0.990517,0.521700,0.982881,1.000000,0.000000,0.000184,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000061,0.000000,0.000000,0.000000,0.000068,0.000219,0.000000,0.000113,0.000000,0.000000,0.000000,0.000000,0.008612,0.000406,0.027957,0.000004,0.004190,BASLANGIC
0.083325,0.040450,0.994945,0.992333,0.481389,0.986148,1.000000,0.000000,0.000000,0.000000,0.000000,0.000061,0.000000,0.000000,0.000000,0.000184,0.000000,0.000000,0.000123,0.000000,0.000000,0.000061,0.000000,0.000000,0.000000,0.000000,0.000123,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006713,0.000323,0.027990,0.000002,0.003528,BASLANGIC
0.197023,0.794321,0.191145,0.059476,0.742836,0.014018,1.000000,0.203362,0.318872,0.380152,0.452820,0.528742,0.613341,0.802603,0.681670,0.598698,0.568330,0.509219,0.496746,0.462039,0.419740,0.308568,0.176790,0.123102,0.077932,0.043926,0.024403,0.021692,0.028022,0.020405,0.016720,0.021839,0.004981,0.001160,0.000000,0.000000,0.000000,0.000000,0.422901,0.522276,0.290722,0.660819,BASLANGIC
0.405403,0.199847,0.973870,0.858278,0.875482,0.759396,1.000000,0.000070,0.000211,0.000070,0.000140,0.000000,0.000070,0.000140,0.000070,0.000000,0.000070,0.000070,0.000000,0.000070,0.000000,0.000070,0.000351,0.000000,0.000071,0.001404,0.000211,0.000000,0.000253,0.000000,0.000166,0.000000,0.000000,0.000000,0.000733,0.000999,0.000000,0.179622,0.008049,0.032825,0.001559,0.032881,BASLANGIC
